"","Index","min_alpha","max_alpha","min_theta","max_theta","num","pts","r","stype"
"302","101","80.99","90.51","0.79","1.57","50","0",NA,"wt-zrf"
"303","101","80.99","90.51","1.57","2.36","50","0",NA,"wt-zrf"
"304","101","80.99","90.51","2.36","3.14","50","0",NA,"wt-zrf"
"305","102","-14.29","-4.76","-0.79","0.0","50","54","15.0421558","wt-zrf"
"306","102","-14.29","-4.76","-1.57","-0.79","50","54","15.9361353","wt-zrf"
"307","102","-14.29","-4.76","-2.36","-1.57","50","220","13.38843774","wt-zrf"
"308","102","-14.29","-4.76","-3.14","-2.36","50","887","12.87632164","wt-zrf"
"309","102","-14.29","-4.76","0.0","0.79","50","207","18.17010182","wt-zrf"
"310","102","-14.29","-4.76","0.79","1.57","50","522","20.87115134","wt-zrf"
"311","102","-14.29","-4.76","1.57","2.36","50","374","27.6233387","wt-zrf"
"312","102","-14.29","-4.76","2.36","3.14","50","268","16.37014133","wt-zrf"
"313","102","-23.82","-14.29","-0.79","0.0","50","624","21.94160347","wt-zrf"
"314","102","-23.82","-14.29","-1.57","-0.79","50","137","13.36767861","wt-zrf"
"315","102","-23.82","-14.29","-2.36","-1.57","50","908","14.20786097","wt-zrf"
"316","102","-23.82","-14.29","-3.14","-2.36","50","429","11.61561913","wt-zrf"
"317","102","-23.82","-14.29","0.0","0.79","50","172","11.97351739","wt-zrf"
"318","102","-23.82","-14.29","0.79","1.57","50","271","18.91618401","wt-zrf"
"319","102","-23.82","-14.29","1.57","2.36","50","320","15.13845806","wt-zrf"
"320","102","-23.82","-14.29","2.36","3.14","50","402","16.74345933","wt-zrf"
"321","102","-33.35","-23.82","-0.79","0.0","50","374","18.64685083","wt-zrf"
"322","102","-33.35","-23.82","-1.57","-0.79","50","102","9.300240334","wt-zrf"
"323","102","-33.35","-23.82","-2.36","-1.57","50","1228","14.38518282","wt-zrf"
"324","102","-33.35","-23.82","-3.14","-2.36","50","1698","9.408815476","wt-zrf"
"325","102","-33.35","-23.82","0.0","0.79","50","434","18.21597528","wt-zrf"
"326","102","-33.35","-23.82","0.79","1.57","50","480","30.60807632","wt-zrf"
"327","102","-33.35","-23.82","1.57","2.36","50","400","20.15329655","wt-zrf"
"328","102","-33.35","-23.82","2.36","3.14","50","625","12.59143156","wt-zrf"
"329","102","-4.76","4.76","-0.79","0.0","50","112","17.77251719","wt-zrf"
"330","102","-4.76","4.76","-1.57","-0.79","50","95","16.39692975","wt-zrf"
"331","102","-4.76","4.76","-2.36","-1.57","50","138","12.13808628","wt-zrf"
"332","102","-4.76","4.76","-3.14","-2.36","50","357","13.00784531","wt-zrf"
"333","102","-4.76","4.76","0.0","0.79","50","729","16.59727116","wt-zrf"
"334","102","-4.76","4.76","0.79","1.57","50","200","21.43605761","wt-zrf"
"335","102","-4.76","4.76","1.57","2.36","50","347","22.9226645","wt-zrf"
"336","102","-4.76","4.76","2.36","3.14","50","268","19.77795111","wt-zrf"
